Document Title,Abstract,Year,PDF Link,Authors,Source,label,Round 2,
Ontology Database: A New Method for Semantic Modeling and an Application to Brainwave Data,,NA,NA,"Paea LePendu, Dejing Dou, Gwen A. Frishkoff and Jiawei Rong ","Book Series Lecture Notes in Computer Science, Volume 5069/2008, Book Scientific and Statistical Database Management, Pages 313-330, SpringerLink Date Friday, July 11, 2008",no,,
"Empirical Evaluation in Software Engineering: Role, Strategy, and Limitations",,NA,NA,Lionel C. Briand ,"Book Series Lecture Notes in Computer Science, Volume 4336/2007, Book Empirical Software Engineering Issues. Critical Assessment and Future Directions, Page 21, SpringerLink Date Monday, June 11, 2007",no,,
Classifier Selection Based on Data Complexity Measures ,,NA,NA,"Edith Hernòndez-Reyes, J.A. Carrasco-Ochoa and J.Fco. Mart?nez-Trinidad ","Book Series Lecture Notes in Computer Science, Volume 3773/2005, Book Progress in Pattern Recognition, Image Analysis and Applications, Pages 586-592, SpringerLink Date Monday, October 24, 2005",no,,
Reducing the Representation Complexity of Lattice-Based Taxonomies,,NA,NA,"Sergei Kuznetsov, Sergei Obiedkov and Camille Roth ","Book Series Lecture Notes in Computer Science, Volume 4604/2007, Book Conceptual Structures: Knowledge Architectures for Smart Applications, Pages 241-254, SpringerLink Date Friday, August 24, 2007",no,,
What Makes Evaluators to Find More Usability Problems?: A Meta-analysis for Individual Detection Rates,,NA,NA,Wonil Hwang and Gavriel Salvendy ,"Book Series Lecture Notes in Computer Science, Volume 4550/2007, Book Human-Computer Interaction. Interaction Design and Usability, Pages 499-507, SpringerLink Date Tuesday, August 28, 2007",no,,
The Empirical Paradigm Discussion and Summary,,NA,NA,"Marcus Ciolkowski, Barbara Kitchenham and Dieter Rombach ","Book Series Lecture Notes in Computer Science, Volume 4336/2007, Book Empirical Software Engineering Issues. Critical Assessment and Future Directions, Pages 63-67, SpringerLink Date Monday, June 11, 2007",no,,
Read-It: A Multi-modal Tangible Interface for Children Who Learn to Read,,NA,NA,"Ivo Weevers, Wouter Sluis, Claudia van Schijndel, Siska Fitrianie, Lyuba Kolos-Mazuryk and Jean-Bernard Martens ","Book Series Lecture Notes in Computer Science, Volume 3166/2004, Book Entertainment Computing ? ICEC 2004, Pages 226-234, SpringerLink Date Wednesday, August 04, 2004",no,,
Measures to Detect Word Substitution in Intercepted Communication,,NA,NA,"SW. Fong, D.B. Skillicorn and D. Roussinov ","Book Series Lecture Notes in Computer Science, Volume 3975/2006, Book Intelligence and Security Informatics, Pages 190-200, SpringerLink Date Wednesday, May 10, 2006",no,,
On the Comparability of Relialibility Measures: Bifurcation Analysis of Two Measures in the Case of Dichotomous Ratings,,NA,NA,Thomas Ostermann and Reinhard Schuster ,"Book Series Studies in Classification, Data Analysis, and Knowledge Organization, Book From Data and Information Analysis to Knowledge Engineering, Pages 198-205, SpringerLink Date Thursday, April 20, 2006",no,,
Roadmapping Working Group 2 Results,,NA,NA,Marcus Ciolkowski and Lionel Briand ,"Book Series Lecture Notes in Computer Science, Volume 4336/2007, Book Empirical Software Engineering Issues. Critical Assessment and Future Directions, Pages 175-177, SpringerLink Date Monday, June 11, 2007",no,,
Analyzing Pathways Using SAT-Based Approaches,,NA,NA,"Ashish Tiwari, Carolyn Talcott, Merrill Knapp, Patrick Lincoln and Keith Laderoute ","Book Series Lecture Notes in Computer Science, Volume 4545/2007, Book Algebraic Biology, Pages 155-169, SpringerLink Date Monday, August 13, 2007",no,,
Combining Study Designs and Techniques Working Group Results,,NA,NA,Carolyn B. Seaman ,"Book Series Lecture Notes in Computer Science, Volume 4336/2007, Book Empirical Software Engineering Issues. Critical Assessment and Future Directions, Pages 50-53, SpringerLink Date Monday, June 11, 2007",no,,
A Meta-analysis of Timbre Perception Using Nonlinear Extensions to CLASCAL,,NA,NA,John Ashley Burgoyne and Stephen McAdams ,"Book Series Lecture Notes in Computer Science, Volume 4969/2008, Book Computer Music Modeling and Retrieval. Sense of Sounds, Pages 181-202, SpringerLink Date Saturday, July 19, 2008",no,,
Face for Ambient Interface,,NA,NA,Maja Pantic ,"Book Series Lecture Notes in Computer Science, Volume 3864/2006, Book Ambient Intelligence in Everyday Life, Pages 32-66, SpringerLink Date Friday, August 18, 2006",no,,
Software Reliability Models: A Selective Survey and New Directions ,,NA,NA,Siddhartha Dalal ,"Book Handbook of Reliability Engineering, Publisher Springer London, Pages 201-211, SpringerLink Date Tuesday, April 18, 2006",no,,
Phylogenetic Profiling of Insertions and Deletions in Vertebrate Genomes,,NA,NA,Sagi Snir and Lior Pachter ,"Book Series Lecture Notes in Computer Science, Volume 3909/2006, Book Research in Computational Molecular Biology, Pages 265-280, SpringerLink Date Wednesday, March 29, 2006",no,,
Contexts of Relevance for Information Retrieval System Design,,NA,NA,Erica Cosijn and Theo Bothma ,"Book Series Lecture Notes in Computer Science, Volume 3507/2005, Book Information Context: Nature, Impact, and Role, Pages 47-58, SpringerLink Date Friday, May 20, 2005",no,,
An Empirical Study on Business-to- Government Data Exchange Strategies to Reduce the Administrative Costs for Businesses,,NA,NA,"Rex Arendsen, Tom. M. van Engers and Robbin te Velde ","Book Series IFIP International Federation for Information Processing, Volume 226/2008
Book Project E-Society: Building Bricks, Pages 311-323, SpringerLink Date Tuesday, April 10, 2007",no,,
Optimal Information Transmission Through Cortico-Cortical Synapses ,,NA,NA,Marcelo A. Montemurro and Stefano Panzeri ,"Book Series Lecture Notes in Computer Science, Volume 3696/2005, Book Artificial Neural Networks: Biological Inspirations ? ICANN 2005, Pages 39-44, SpringerLink Date Thursday, September 08, 2005",no,,
Trainee reactions and task performance: a study of open training in object-oriented systems development,,NA,NA,"Liping Liu, Elizabeth E. Grandon and Steven R. Ash ","Journal Information Systems and E-Business Management, SpringerLink Date Tuesday, March 20, 2007",no,,
Inferring Piecewise Ancestral History from Haploid Sequences,,NA,NA,"Russell Schwartz, Andrew G. Clark and Sorin Istrail ","Book Series Lecture Notes in Computer Science, Volume 2983/2004, Book Computational Methods for SNPs and Haplotype Inference, Pages 62-73, SpringerLink Date Saturday, February 14, 2004",no,,
The role of replications in empirical software engineering?a word of warning,,NA,NA,Barbara Kitchenham ,"Empirical Software Engineering, Volume 13, Number 2 / April, 2008",no,,
"Website Credibility, Active Trust and Behavioural Intent ",,NA,NA,"Brian Cugelman, Mike Thelwall and Phil Dawes ","Book Series Lecture Notes in Computer Science, Volume 5033/2008, Book Persuasive Technology, Pages 47-57, SpringerLink Date Sunday, June 29, 2008",no,,
Assessment of Image-Guided Interventions ,,NA,NA,Pierre Jannin and Werner Korb ,"Book Image-Guided Interventions, Pages 531-549, SpringerLink Date Wednesday, May 21, 2008",no,,
Modeling Genome Evolution with a DSEL for Probabilistic Programming,,NA,NA,Martin Erwig and Steve Kollmansberger ,"Book Series Lecture Notes in Computer Science, Volume 3819/2006, Book Practical Aspects of Declarative Languages, Pages 134-149, SpringerLink Date Friday, December 23, 2005",no,,
"Self-efficacy, Training Effectiveness, and Deception Detection: A Longitudinal Study of Lie Detection Training",,NA,NA,"Kent Marett, David P. Biros and Monti L. Knode ","Book Series Lecture Notes in Computer Science, Volume 3073/2004, Book Intelligence and Security Informatics, Pages 187-200, SpringerLink Date Tuesday, August 24, 2004",no,,
Two Technology-Enhanced Courses Aimed at Developing Interpersonal Attitudes and Soft Skills in Project Management ,,NA,NA,Renate Motschnig-Pitrik ,"Book Series Lecture Notes in Computer Science, Volume 4227/2006, Book Innovative Approaches for Learning and Knowledge Sharing, Pages 331-346, SpringerLink Date Friday, September 29, 2006",no,,
Advantages of Spoken Language Interaction in Dialogue-Based Intelligent Tutoring Systems,,NA,NA,"Heather Pon-Barry, Brady Clark, Karl Schultz, Elizabeth Owen Bratt and Stanley Peters ","Book Series Lecture Notes in Computer Science, Volume 3220/2004, Book Intelligent Tutoring Systems, Pages 390-400, SpringerLink Date Wednesday, August 18, 2004
",no,,
Knowledge Integration in Information Systems Education Through an (Inter)active Platform of Analysis and Modelling Case Studies,,NA,NA,"Birger Weynants, Jan Vanthienen and Joke Tisaun ","Book Series Lecture Notes in Computer Science, Volume 4243/2006, Book Advances in Information Systems, Pages 294-303, SpringerLink Date Wednesday, October 11, 2006",no,,
Comparing the Performance of Distributed Hash Tables Under Churn ,,NA,NA,"Jinyang Li, Jeremy Stribling, Thomer M. Gil, Robert Morris and M. Frans Kaashoek ","Book Series Lecture Notes in Computer Science, Volume 3279/2005, Book Peer-to-Peer Systems III, Pages 87-99, SpringerLink Date Wednesday, January 12, 2005",no,,
Population Coding of Song Element Sequence in the Songbird Brain Nucleus HVC,,NA,NA,"Jun Nishikawa, Masato Okada and Kazuo Okanoya ","Book Series Lecture Notes in Computer Science, Volume 4984/2008, Book Neural Information Processing, Pages 54-63, SpringerLink Date Sunday, June 29, 2008",no,,
An Intelligent Expert Systems' Approach to Layout Decision Analysis and Design under Uncertainty,,NA,NA,"Abdul-Rahim Ahmad, Otman Basir, Khaled Hassanein and Shahid Azam ","Book Series Studies in Computational Intelligence, Volume 97/2008, Book Intelligent Decision Making: An AI-Based Approach, Pages 321-364, SpringerLink Date Wednesday, February 27, 2008",no,,
Trust and Cooperation in Peer-to-Peer Systems,,NA,NA,"Junjie Jiang, Haihuan Bai and Weinong Wang ","Book Series Lecture Notes in Computer Science, Volume 3032/2004, Book Grid and Cooperative Computing, Pages 371-378, SpringerLink Date Monday, April 19, 2004",no,,
Solving Large-Scale Nonlinear Programming Problems by Constraint Partitioning,,NA,NA,Benjamin W. Wah and Yixin Chen ,"Book Series Lecture Notes in Computer Science, Volume 3709/2005, Book Principles and Practice of Constraint Programming - CP 2005, Pages 697-711, SpringerLink Date Wednesday, October 19, 2005",no,,
The Cache Complexity of Multithreaded Cache Oblivious Algorithms,,NA,NA,Matteo Frigo and Volker Strumpen ,"Journal Theory of Computing Systems, Publisher Springer New York, ISSN 1432-4350 (Print) 1433-0490 (Online), DOI 10.1007/s00224-007-9098-2, Subject Collection Computer Science, SpringerLink Date Sunday, December 16, 2007",no,,
A New Hash-Based RFID Mutual Authentication Protocol Providing Enhanced User Privacy Protection,,NA,NA,"Jihwan Lim, Heekuck Oh and Sangjin Kim ","Book Series Lecture Notes in Computer Science, Volume 4991/2008, Book Information Security Practice and Experience, Pages 278-289, SpringerLink Date Friday, March 14, 2008",no,,
Development of Flexible and Adaptable Fault Detection and Diagnosis Algorithm for Induction Motors Based on Self-organization of Feature Extraction,,NA,NA,"Hyeon Bae, Sungshin Kim, Jang-Mok Kim and Kwang-Baek Kim ","Book Series Lecture Notes in Computer Science, Volume 3698/2005, Book KI 2005: Advances in Artificial Intelligence, Pages 134-147, SpringerLink Date Tuesday, September 20, 2005",no,,
Engaging Youths Via E-Participation Initiatives: An Investigation into the Context of Online Policy Discussion Forums,,NA,NA,Chee Wei Phang and Atreyi Kankanhalli ,"Book Series IFIP International Federation for Information Processing, Volume 208/2006, Book Social Inclusion: Societal and Organizational Implications for Information Systems, Pages 105-121, SpringerLink Date Wednesday, September 13, 2006",no,,
A Novel Individual Blood Glucose Control Model Based on Mixture of Experts Neural Networks,,NA,NA,"Wei Wang, Zheng-Zhong Bian, Lan-Feng Yan and Jing Su ","Book Series Lecture Notes in Computer Science, Volume 3174/2004, Book Advances in Neural Networks - ISNN 2004, Pages 453-458, SpringerLink Date Friday, July 30, 2004",no,,
Person identification system based on a trapezoid pyramid architecture of a gray-level image,,NA,NA,Makoto Kosugi and Kouji Yamashita ,"Book Series Lecture Notes in Computer Science, Volume 1311/1997, Book Image Analysis and Processing, SpringerLink Date Tuesday, April 11, 2006",no,,
Customized Predictive Models for Process Improvement Projects,,NA,NA,"Thomas Birkh?lzer, Christoph Dickmann, Harald Klein, JÅrgen Vaupel, Stefan Ast and Ludger Meyer ","Book Series Lecture Notes in Computer Science, Volume 5089/2008, Book Product-Focused Software Process Improvement, Pages 304-316, SpringerLink Date Tuesday, June 17, 2008",no,,
A Reactive Measurement Framework,,NA,NA,Mark Allman and Vern Paxson ,"Book Series Lecture Notes in Computer Science, Volume 4979/2008, Book Passive and Active Network Measurement, Pages 92-101, SpringerLink Date Tuesday, April 29, 2008",no,,
Coalescing conditional branches into efficient indirect jumps,,NA,NA,Gang-Ryung Uh and David B. Whalley ,"Book Series Lecture Notes in Computer Science, Volume 1302/1997, Book Static Analysis, Pages 315-329, SpringerLink Date Monday, April 10, 2006",no,,
Lessons Learned from Developing a Dynamic OCL Constraint Enforcement Tool for Java,,NA,NA,"Wojciech J. Dzidek, Lionel C. Briand and Yvan Labiche ","Book Series Lecture Notes in Computer Science, Volume 3844/2006, Book Satellite Events at the MoDELS 2005 Conference, Pages 10-19, SpringerLink Date Friday, January 20, 2006",no,,
Design Implications of Simultaneous Contrast Effects Under Different Viewing Conditions,,NA,NA,Shiaw-Tsyr Uang and Cheng-Li Liu ,"Book Series Lecture Notes in Computer Science, Volume 4554/2007, Book Universal Acess in Human Computer Interaction. Coping with Diversity, Pages 805-811, SpringerLink Date Friday, August 24, 2007",no,,
Single Image Subspace for Face Recognition,,NA,NA,"Jun Liu, Songcan Chen, Zhi-Hua Zhou and Xiaoyang Tan ","Book Series Lecture Notes in Computer Science, Volume 4778/2007, Book Analysis and Modeling of Faces and Gestures, Pages 205-219, SpringerLink Date Sunday, November 04, 2007",no,,
Modeling Designers? Color Decision Processes Through Emotive Choice Mapping,,NA,NA,"Eric W. Cooper, Yuko Ishida and Katsuari Kamei ","Book Series Lecture Notes in Computer Science, Volume 3558/2005, Book Modeling Decisions for Artificial Intelligence, Pages 410-420, SpringerLink Date Monday, July 11, 2005",no,,
Beyond Centrality - Classifying Topological Significance Using Backup Efficiency and Alternative Paths,,NA,NA,Yuval Shavitt and Yaron Singer ,"Book Series Lecture Notes in Computer Science, Volume 4479/2007, Book NETWORKING 2007. Ad Hoc and Sensor Networks, Wireless Networks, Next Generation Internet, Pages 774-785, SpringerLink Date Tuesday, November 27, 2007",no,,
Gapped Local Similarity Search with Provable Guarantees,,NA,NA,Manikandan Narayanan and Richard M. Karp ,"Book Series Lecture Notes in Computer Science, Volume 3240/2004, Book Algorithms in Bioinformatics, Pages 74-86, SpringerLink Date Friday, October 29, 2004",no,,
Probabilistic Techniques for Corporate Blog Mining ,,NA,NA,"Flora S. Tsai, Yun Chen and Kap Luk Chan ","Book Series Lecture Notes in Computer Science, Volume 4819/2007, Book Emerging Technologies in Knowledge Discovery and Data Mining, Pages 35-44, SpringerLink Date Tuesday, November 27, 2007",no,,
Better Student Assessing by Finding Difficulty Factors in a Fully Automated Comprehension Measure,,NA,NA,Brooke Soden Hensler and Joseph Beck,"Book Series Lecture Notes in Computer Science, Volume 4053/2006, Book Intelligent Tutoring Systems, Pages 21-30, pringerLink Date Wednesday, June 21, 2006",no,,
Approximate Life Cycle Assessment of Product Concepts Using a Hybrid Genetic Algorithm and Neural Network Approach,,NA,NA,Kwang-Kyu Seo and Won-Ki Kim ,"Book Series Lecture Notes in Computer Science,  Volume 4413/2007, Book Advances in Hybrid Information Technology, Pages 258-268, SpringerLink Date Saturday, December 08, 2007",no,,
Effective identifier names for comprehension and memory,,NA,NA,"Dawn Lawrie, Christopher Morrell, Henry Feild and David Binkley","Innovations in Systems and Software Engineering, Volume 3, Number 4 / December, 2007 ",no,,
An Exploratory Study of How Older Women Use Mobile Phones,,NA,NA,Sri Kurniawan ,"Book Series Lecture Notes in Computer Science, Volume 4206/2006, Book UbiComp 2006: Ubiquitous Computing, Pages 105-122, SpringerLink Date Thursday, September 14, 2006",no,,
Vibration Fault Diagnosis of Large Generator Sets Using Extension Neural Network-Type 1,,NA,NA,Meng-hui Wang ,"Book Series Lecture Notes in Computer Science, Volume 3972/2006, Book Advances in Neural Networks - ISNN 2006, Pages 1395-1401, SpringerLink Date Wednesday, May 10, 2006",no,,
Evaluations of an Information and Communication Technology (ICT) Training Programme for Persons with Intellectual Disabilities,,NA,NA,"Cecilia W.P. Li-Tsang, Chetwyn C.H. Chan, Chow Lam, Christina Hui-Chan and Siu-sze Yeung ","Book Series Lecture Notes in Computer Science, Volume 3118/2004, Book Computers Helping People with Special Needs, Category People with Cognitive, Speech and Learning Impairment: Education and Training, SpringerLink Date Friday, July 02, 2004",no,,
The Significance of Textures for Affective Interfaces,,NA,NA,Paula M. Ellis and Joanna J. Bryson,"Book Series Lecture Notes in Computer Science, Volume 3661/2005, Book Intelligent Virtual Agents, Pages 394-404, SpringerLink Date Thursday, September 22, 2005",no,,
Evaluation of Hospital Portals Using Knowledge Management Mechanisms,,NA,NA,"Chei Sian Lee, Dion Hoe-Lian Goh and Alton Yeow-Kuan Chua ","Book Series Lecture Notes in Computer Science, Volume 4822/2007, Book Asian Digital Libraries. Looking Back 10 Years and Forging New Frontiers, Pages 15-23, SpringerLink Date Tuesday, January 22, 2008",no,,
Toward Generic Title Generation for Clustered Documents ,,NA,NA,"Yuen-Hsien Tseng, Chi-Jen Lin, Hsiu-Han Chen and Yu-I Lin ","Book Series Lecture Notes in Computer Science, Volume 4182/2006, Book Information Retrieval Technology, Pages 145-157, SpringerLink Date Wednesday, October 18, 2006",no,,
Effectiveness of Content Preparation in Information Technology Operations: Synopsis of a Working Paper,,NA,NA,A. Savoy and G. Salvendy ,"Book Series Lecture Notes in Computer Science, Volume 4550/2007, Book Human-Computer Interaction. Interaction Design and Usability, Pages 624-631, SpringerLink Date Tuesday, August 28, 2007",no,,
An Effective Scheduling Scheme for Information Searching with Computational Resources Scattered over a Large-Scale Network,,NA,NA,"Shota Kondo, Shinji Sugawara and Yutaka Ishibashi ","Book Series Lecture Notes in Computer Science, Volume 4938/2008, Book Large-Scale Knowledge Resources. Construction and Application, Pages 351-365, SpringerLink Date Friday, February 29, 2008",no,,
Shape and pose parameter estimation of 3D multi-part objects,,NA,NA,"Satoshi Yonemoto, Naoyuki Tsuruta and Rin-ichiro Taniguchi ","Book Series Lecture Notes in Computer Science, Volume 1352/1997, Book Computer Vision ? ACCV'98, Pages 479-486, SpringerLink Date Tuesday, April 11, 2006",no,,
Test Patterns with TTCN-3,,NA,NA,Alain Vouffo-Feudjio and Ina Schieferdecker,"Book Series Lecture Notes in Computer Science, Volume 3395/2005, Book Formal Approaches to Software Testing, Pages 170-179, SpringerLink Date Tuesday, February 22, 2005",no,,
The Effect of Animation Location and Timing on Visual Search Performance and Memory,,NA,NA,Songmei Han ,"Book Series Lecture Notes in Computer Science, Volume 4562/2007, Book Engineering Psychology and Cognitive Ergonomics, Pages 69-78, SpringerLink Date Friday, August 24, 2007",no,,
Branch Elimination via Multi-variable Condition Merging,,NA,NA,"William Kreahling, David Whalley, Mark Bailey, Xin Yuan, Gang-Ryung Uh and Robert van Engelen","Book Series Lecture Notes in Computer Science, Volume 2790/2004, Book Euro-Par 2003 Parallel Processing, Pages 261-270, SpringerLink Date Tuesday, June 01, 2004",no,,
The Role of Content Representations in Hypermedia Learning: Effects of Task and Learner Variables,,NA,NA,"Jean-Francois Rouet, Herv? Potelle and Antonine Goumi ","Book Series Lecture Notes in Computer Science, Volume 3426/2005, Book Knowledge and Information Visualization, Pages 343-354, SpringerLink Date Tuesday, June 28, 2005",no,,
Application of Time-Series Data Mining for Fault Diagnosis of Induction Motors,,NA,NA,"Hyeon Bae, Sungshin Kim, Yon Tae Kim and Sang-Hyuk Lee ","Book Series Lecture Notes in Computer Science, Volume 3483/2005, Book Computational Science and Its Applications ? ICCSA 2005, Pages 1085-1094, SpringerLink Date Friday, May 13, 2005",no,,
 Corpus-Based Empirical Account of Adverbial Clauses Across Speech and Writing in Contemporary British English,,NA,NA,Alex Chengyu Fang ,"Book Series Lecture Notes in Computer Science, Volume 4139/2006, Book Advances in Natural Language Processing, Pages 32-43, SpringerLink Date Friday, August 11, 2006",no,,
IUMELA: A Lightweight Multi-Agent Systems Based Mobile Learning Assistant Using the ABITS Messaging Service,,NA,NA,"Elaine McGovern, Bernard J. Roche, Eleni Mangina and Rem Collier","Book Series Lecture Notes in Computer Science, Volume 4611/2007, Book Ubiquitous Intelligence and Computing, Pages 1056-1065, SpringerLink Date Wednesday, August 15, 2007",no,,
"A Model of IT Evaluation Management: Organizational Characteristics, IT Evaluation Methodologies, and B2BEC Benefits",,NA,NA,Chad Lin and Yu-An Huang ,"Book Series Lecture Notes in Computer Science, Volume 4655/2007, Book E-Commerce and Web Technologies, Pages 149-158, SpringerLink Date Tuesday, August 21, 2007",no,,
Design and Evaluation of a Handled Trackball as a Robust Interface in Motion,,NA,NA,"Chiuhsiang Joe Lin, Chi-No Liu and Jun-Lung Hwang ","Book Series Lecture Notes in Computer Science, Volume 4559/2007, Book Usability and Internationalization. HCI and Culture, Pages 566-575, SpringerLink Date Friday, August 24, 2007",no,,
CommLang: Communication for Coachable Agents ,,NA,NA,"John Davin, Patrick Riley and Manuela Veloso ","Book Series Lecture Notes in Computer Science, Volume 3276/2005, Book RoboCup 2004: Robot Soccer World Cup VIII, Pages 46-59, SpringerLink Date Tuesday, March 01, 2005",no,,
Framework to Evaluate Software Process Improvement in Small Organizations,,NA,NA,Pedro E. Colla and Jorge Marcelo Montagna ,"Book Series Lecture Notes in Computer Science, Volume 5007/2008, Book Making Globally Distributed Software Development a Success Story, Pages 36-50, SpringerLink Date Tuesday, May 06, 2008",no,,
A Research on Chinese Consumers? Using Intention on 3G Mobile Phones,,NA,NA,Matthew Tingchi Liu and Zhizhong Chen ,"Book Series IFIP International Federation for Information Processing, Volume 251/2008, Book Integration and Innovation Orient to E-Society Volume 1, Pages 363-370, SpringerLink Date Monday, December 31, 2007",no,,
Utilization of cache area in on-chip multiprocessor ,,NA,NA,Hitoshi Oi and N. Ranganathan ,"Book Series Lecture Notes in Computer Science, Volume 1615/1999, Book High Performance Computing, Pages 373-380, SpringerLink Date Friday, December 22, 2006",no,,
A Bayesian Model for Predicting Reliability of Software Systems at the Architectural Level,,NA,NA,"Roshanak Roshandel, Nenad Medvidovic and Leana Golubchik ","Book Series Lecture Notes in Computer Science, Volume 4880/2008, Book Software Architectures, Components, and Applications, Pages 108-126, SpringerLink Date Wednesday, January 30, 2008",no,,
Expertise Management in a Distributed Context ,,NA,NA,"Ilan Oshri, Julia Kotlarsky, Leslie Willcocks and Paul van Fenema ","Book Series IFIP International Federation for Information Processing, Volume 236/2007, Book Virtuality and Virtualization, Pages 295-313, SpringerLink Date Friday, October 05, 2007",no,,
Detection and Analysis of Off-Task Gaming Behavior in Intelligent Tutoring Systems,,NA,NA,Jason A. Walonoski and Neil T. Heffernan ,"Book Series Lecture Notes in Computer Science, Volume 4053/2006, Book Intelligent Tutoring Systems, Pages 382-391, SpringerLink Date Wednesday, June 21, 2006",no,,
A realization of a reflection of personal information on distributed brainstorming environment ,,NA,NA,Kunihiko Fujita and Susumu Kunifuji ,"Book Series Lecture Notes in Computer Science, Volume 1274/1997, Book Worldwide Computing and Its Applications, Pages 166-181, SpringerLink Date Tuesday, April 11, 2006",no,,
Description of Anatomic Coordinate Systems and Rationale for Use in an Image-Guided Total Hip Replacement System,,NA,NA,"Constantinos Nikou, Branislav Jaramaz, Anthony M. DiGioia and Timothy J. Levison ","Book Series Lecture Notes in Computer Science, Volume 1935/2000, Book Medical Image Computing and Computer-Assisted Intervention ? MICCAI 2000, Pages 1188-1194, SpringerLink Date Wednesday, February 11, 2004",no,,
"Examining the Relationship Between Individual Characteristics, Product Characteristics, and Media Richness Fit on Consumer Channel Preference",,NA,NA,Eric Brunelle and Jos?e Lapierre ,"Book Series Lecture Notes in Computer Science, Volume 4655/2007, Book E-Commerce and Web Technologies, Pages 56-67, SpringerLink Date Tuesday, August 21, 2007",no,,
Towards a Hierarchical Framework for Predicting the Best Answer in a Question Answering System,,NA,NA,"Mohan John Blooma, Alton Yeow-Kuan Chua, Dion Hoe-Lian Goh and Zhiquan Ling ","Book Series Lecture Notes in Computer Science, Volume 4822/2007, Book Asian Digital Libraries. Looking Back 10 Years and Forging New Frontiers, Pages 497-498, SpringerLink Date Tuesday, January 22, 2008",no,,
Temporal Processing in a Spiking Model of the Visual System,,NA,NA,Christo Panchev,"Book Series Lecture Notes in Computer Science, Volume 4131/2006, Book Artificial Neural Networks ? ICANN 2006, Pages 750-759, SpringerLink Date Friday, September 01, 2006",no,,
Statistical Reliability with Applications ,,NA,NA,Paul Kvam and Jye-Chyi Lu ,"Book Springer Handbook of Engineering Statistics, Edition 2nd revised and extended edition, Pages 49-61, SpringerLink Date Thursday, June 14, 2007",no,,
Fuzzy Patterns in Multi-level of Satisfaction for MCDM Model Using Modified Smooth S-Curve MF ,,NA,NA,"Pandian Vasant, A. Bhattacharya and N.N. Barsoum ","Book Series Lecture Notes in Computer Science, Volume 3614/2005, Book Fuzzy Systems and Knowledge Discovery, Pages 1294-1303,SpringerLink Date Friday, July 29, 2005",no,,
Can We Use Technology to Train Inspectors to Be More Systematic?,,NA,NA,Sajay Sadasivan and Anand K. Gramopadhye,"Book Series Lecture Notes in Computer Science, Volume 4561/2007, Book Digital Human Modeling, Pages 959-968, SpringerLink Date Friday, August 24, 2007",no,,
Analysis of an Infant Cry Recognizer for the Early Identification of Pathologies,,NA,NA,"Orion F. Reyes-Galaviz, Antonio Verduzco, Emilio Arch-Tirado and Carlos A. Reyes-Garc?a","Book Series Lecture Notes in Computer Science, Volume 3445/2005, Book Nonlinear Speech Modeling and Applications, Pages 404-409, SpringerLink Date Tuesday, July 12, 2005",no,,
Improving Hierarchical Taxonomy Integration with Semantic Feature Expansion on Category-Specific Terms,,NA,NA,"Cheng-Zen Yang, Ing-Xiang Chen, Cheng-Tse Hung and Ping-Jung Wu ","Book Series Lecture Notes in Computer Science,  Volume 4993/2008, Book Information Retrieval Technology, Pages 225-236, SpringerLink Date Wednesday, May 28, 2008",no,,
Generating Test Data for Specification-Based Tests Via Quasirandom Sequences,,NA,NA,"Hongmei Chi, Edward L. Jones, Deidre W. Evans and Martin Brown ","Book Series Lecture Notes in Computer Science, Volume 3994/2006, Book Computational Science ? ICCS 2006, Pages 773-780, SpringerLink Date Wednesday, May 10, 2006",no,,
The Difference is in Messaging,,NA,NA,Lars A. Knutsen and Kalle Lyytinen ,"Book Series IFIP International Federation for Information Processing, Volume 191/2005, Book Mobile Information Systems II, Pages 31-46, SpringerLink Date Wednesday, March 08, 2006",no,,
Locality-Based Server Profiling for Intrusion Detection,,NA,NA,Robert Lee and Sheau-Dong Lang,"Book Series Lecture Notes in Computer Science, Volume 5075/2008, Book Intelligence and Security Informatics, Pages 205-216, SpringerLink Date Tuesday, June 10, 2008",no,,
"Self-efficacy, Training Effectiveness, and Deception Detection: A Longitudinal Study of Lie Detection Training",,NA,NA,"Kent Marett, David P. Biros and Monti L. Knode ","Book Series Lecture Notes in Computer Science, Volume 3073/2004, Book Intelligence and Security Informatics, Pages 187-200, SpringerLink Date Tuesday, August 24, 2004",no,,
Slice-Hoisting for Array-Size Inference in MATLAB,,NA,NA,Arun Chauhan and Ken Kennedy,"Book Series Lecture Notes in Computer Science, Volume 2958/2004, Book Languages and Compilers for Parallel Computing, Pages 495-508, SpringerLink Date Thursday, May 13, 2004",no,,
A Comparative Longitudinal Study of Non-verbal Mouse Pointer,,NA,NA,"Murni Mahmud, Adam J. Sporka, Sri H. Kurniawan and Pavel Slav?k","Book Series Lecture Notes in Computer Science, Volume 4663/2007, Book Human-Computer Interaction ? INTERACT 2007, Pages 489-502, SpringerLink Date Friday, September 07, 2007",no,,
Relative Color Polygons for Object Detection and Recognition,,NA,NA,"Thi Thi Zin, Sung Shik Koh and Hiromitsu Hama","Book Series Lecture Notes in Computer Science, Volume 4259/2006, Book Rough Sets and Current Trends in Computing, Pages 834-843, SpringerLink Date Friday, November 03, 2006",no,,
